sigma,chi_mag,log_chi_mag,phi_s,unitary_error
0.7027027027027027,0.8484811779221098,-0.1643073773210042,-1.9086871570265875,0.15151882207789025
0.7037037037037037,0.8477929455519415,-0.1651188409852897,-1.9041547807666703,0.1522070544480585
0.7047047047047047,0.8471052705644712,-0.16593030567227343,-1.899646493733507,0.15289472943552884
0.7057057057057057,0.8464181525047401,-0.16674177138697854,-1.8951620603411579,0.15358184749525994
0.7067067067067067,0.845731590918167,-0.1675532381344286,-1.8907012484346228,0.15426840908183304
0.7077077077077077,0.8450455853505481,-0.168364705919647,-1.8862638292235416,0.15495441464945192
0.7087087087087087,0.8443601353480567,-0.16917617474765714,-1.88184957721749,0.15563986465194335
0.7097097097097097,0.8436752404572428,-0.16998764462348212,-1.87745827016282,0.15632475954275715
0.7107107107107107,0.8429909002250331,-0.17079911555214528,-1.8730896889810082,0.1570090997749669
0.7117117117117117,0.8423071141987297,-0.17161058753867006,-1.868743617708464,0.15769288580127028
0.7127127127127127,0.8416238819260112,-0.17242206058807952,-1.864419843437754,0.15837611807398877
0.7137137137137137,0.8409412029549314,-0.17323353470539682,-1.860118156260213,0.15905879704506865
0.7147147147147147,0.840259076833919,-0.17404500989564511,-1.8558383492098882,0.15974092316608102
0.7157157157157157,0.8395775031117778,-0.1748564861638476,-1.8515802182087917,0.1604224968882222
0.7167167167167167,0.838896481337686,-0.17566796351502736,-1.8473435620134204,0.16110351866231398
0.7177177177177178,0.838216011061196,-0.17647944195420745,-1.843128182162505,0.16178398893880397
0.7187187187187187,0.8375360918322342,-0.17729092148641076,-1.838933882925962,0.1624639081677658
0.7197197197197197,0.8368567232011003,-0.17810240211666037,-1.8347604712550063,0.16314327679889973
0.7207207207207207,0.8361779047184673,-0.17891388384997917,-1.8306077567334007,0.1638220952815327
0.7217217217217217,0.8354996359353811,-0.17972536669139025,-1.8264755515298081,0.16450036406461888
0.7227227227227228,0.8348219164032603,-0.18053685064591643,-1.8223636703512156,0.1651780835967397
0.7237237237237237,0.8341447456738958,-0.18134833571858033,-1.8182719303974055,0.16585525432610415
0.7247247247247247,0.8334681232994503,-0.18215982191440502,-1.814200151316438,0.1665318767005497
0.7257257257257257,0.8327920488324582,-0.18297130923841323,-1.8101481551611278,0.16720795116754184
0.7267267267267267,0.8321165218258251,-0.1837827976956278,-1.8061157663464815,0.16788347817417493
0.7277277277277278,0.8314415418328278,-0.1845942872910714,-1.802102811608072,0.1685584581671722
0.7287287287287287,0.830767108407114,-0.18540577802976654,-1.7981091199613284,0.16923289159288601
0.7297297297297297,0.8300932211027013,-0.18621726991673596,-1.794134522661711,0.16990677889729866
0.7307307307307307,0.8294198794739777,-0.18702876295700238,-1.790178853165754,0.17058012052602234
0.7317317317317317,0.8287470830757008,-0.18784025715558822,-1.7862419470929536,0.17125291692429923
0.7327327327327328,0.8280748314629974,-0.18865175251751637,-1.7823236421884718,0.17192516853700257
0.7337337337337337,0.8274031241913642,-0.18946324904780892,-1.7784237782866485,0.1725968758086358
0.7347347347347347,0.826731960816666,-0.19027474675148845,-1.7745421972752844,0.173268039183334
0.7357357357357357,0.8260613408951363,-0.19108624563357748,-1.770678743060691,0.17393865910486372
0.7367367367367368,0.8253912639833767,-0.19189774569909848,-1.766833261533477,0.1746087360166233
0.7377377377377378,0.8247217296383569,-0.1927092469530737,-1.7630056005350598,0.17527827036164312
0.7387387387387387,0.8240527374174139,-0.19352074940052555,-1.7591956098248764,0.17594726258258608
0.7397397397397397,0.8233842868782523,-0.19433225304647617,-1.7554031410482827,0.17661571312174773
0.7407407407407407,0.8227163775789432,-0.19514375789594787,-1.751628047705123,0.17728362242105677
0.7417417417417418,0.8220490090779244,-0.19595526395396318,-1.7478701851189478,0.17795099092207556
0.7427427427427428,0.8213821809340005,-0.19676677122554384,-1.7441294104068725,0.1786178190659995
0.7437437437437437,0.8207158927063415,-0.19757827971571224,-1.7404055824500504,0.1792841072936585
0.7447447447447447,0.8200501439544833,-0.19838978942949045,-1.7366985618647557,0.17994985604551672
0.7457457457457457,0.8193849342383273,-0.19920130037190054,-1.7330082109740546,0.18061506576167274
0.7467467467467468,0.8187202631181396,-0.20001281254796466,-1.7293343937800518,0.1812797368818604
0.7477477477477478,0.8180561301545517,-0.20082432596270455,-1.7256769759367017,0.1819438698454483
0.7487487487487487,0.8173925349085589,-0.20163584062114245,-1.722035824723162,0.1826074650914411
0.7497497497497497,0.816729476941521,-0.20244735652830012,-1.7184108090176882,0.18327052305847902
0.7507507507507507,0.8160669558151615,-0.20325887368919945,-1.7148017992720477,0.18393304418483847
0.7517517517517518,0.8154049710915674,-0.20407039210886246,-1.7112086674864428,0.1845950289084326
0.7527527527527528,0.814743522333189,-0.2048819117923108,-1.7076312871849348,0.18525647766681097
0.7537537537537538,0.8140826091028395,-0.2056934327445663,-1.7040695333913471,0.18591739089716053
0.7547547547547547,0.8134222309636946,-0.2065049549706506,-1.7005232826056507,0.1865777690363054
0.7557557557557557,0.8127623874792923,-0.20731647847558557,-1.6969924127808065,0.1872376125207077
0.7567567567567568,0.8121030782135324,-0.20812800326439299,-1.6934768033000627,0.18789692178646755
0.7577577577577578,0.8114443027306771,-0.208939529342094,-1.6899763349546952,0.18855569726932286
0.7587587587587588,0.8107860605953491,-0.2097510567137106,-1.6864908899221747,0.18921393940465092
0.7597597597597597,0.8101283513725326,-0.21056258538426406,-1.6830203517447602,0.18987164862746742
0.7607607607607607,0.8094711746275722,-0.21137411535877618,-1.6795646053085012,0.19052882537242777
0.7617617617617618,0.8088145299261734,-0.2121856466422683,-1.6761235368226435,0.19118547007382658
0.7627627627627628,0.8081584168344017,-0.2129971792397617,-1.672697033799429,0.1918415831655983
0.7637637637637638,0.8075028349186821,-0.213808713156278,-1.6692849850342752,0.19249716508131787
0.7647647647647647,0.8068477837457997,-0.21462024839683827,-1.6658872805863358,0.19315221625420032
0.7657657657657657,0.8061932628828982,-0.2154317849664641,-1.6625038117594237,0.19380673711710183
0.7667667667667668,0.8055392718974805,-0.21624332287017664,-1.659134471083295,0.19446072810251946
